Date,Season,Sales,Price,Product_Name
2022-04-15,Spring,34202.99,81.5,Winter Jacket
2022-04-16,Spring,44170.16,91.75,Winter Jacket
2022-04-17,Spring,32030.88,90.0,Winter Jacket
2022-04-18,Spring,16311.11,88.83,Winter Jacket
2022-04-19,Spring,30327.32,98.6,Winter Jacket
2022-04-20,Spring,30102.77,83.8,Winter Jacket
2022-04-21,Spring,30031.14,93.76,Winter Jacket
2022-04-22,Spring,30647.07,92.16,Winter Jacket
2022-04-23,Spring,39752.54,81.79,Winter Jacket
2022-04-24,Spring,36453.61,89.88,Winter Jacket
2022-04-25,Spring,33555.9,84.64,Winter Jacket
2022-04-26,Spring,26075.16,97.45,Winter Jacket
2022-04-27,Spring,29246.3,81.71,Winter Jacket
2022-04-28,Spring,25221.63,87.76,Winter Jacket
2022-04-29,Spring,25431.76,84.01,Winter Jacket
2022-04-30,Spring,42168.98,94.08,Winter Jacket
2022-05-01,Spring,39567.54,84.19,Winter Jacket
2022-05-02,Spring,23851.95,90.81,Winter Jacket
2022-05-03,Spring,23668.04,96.5,Winter Jacket
2022-05-04,Spring,25097.7,87.92,Winter Jacket
2022-05-05,Spring,19355.05,91.87,Winter Jacket
2022-05-06,Spring,18613.32,85.19,Winter Jacket
2022-05-07,Spring,44411.5,96.39,Winter Jacket
2022-05-08,Spring,42497.69,82.47,Winter Jacket
2022-05-09,Spring,33240.0,81.47,Winter Jacket
2022-05-10,Spring,27184.48,86.62,Winter Jacket
2022-05-11,Spring,28785.63,95.79,Winter Jacket
2022-05-12,Spring,35327.26,84.49,Winter Jacket
2022-05-13,Spring,20707.62,89.73,Winter Jacket
2022-05-14,Spring,42695.6,98.14,Winter Jacket
2022-05-15,Spring,33808.8,90.21,Winter Jacket
2022-05-16,Spring,23810.08,88.73,Winter Jacket
2022-05-17,Spring,27788.92,82.72,Winter Jacket
2022-05-18,Spring,23619.37,92.13,Winter Jacket
2022-05-19,Spring,25440.16,92.52,Winter Jacket
2022-05-20,Spring,30270.24,96.83,Winter Jacket
2022-05-21,Spring,43431.9,90.23,Winter Jacket
2022-05-22,Spring,37987.13,84.94,Winter Jacket
2022-05-23,Spring,19866.94,88.96,Winter Jacket
2022-05-24,Spring,15982.73,96.14,Winter Jacket
2022-05-25,Spring,25890.07,84.81,Winter Jacket
2022-05-26,Spring,17331.25,81.33,Winter Jacket
2022-05-27,Spring,27469.08,92.36,Winter Jacket
2022-05-28,Spring,50901.92,81.63,Winter Jacket
2022-05-29,Spring,42515.91,88.2,Winter Jacket
2022-05-30,Spring,21840.35,84.39,Winter Jacket
2022-05-31,Spring,37108.66,88.83,Winter Jacket
2022-06-01,Summer,5693.59,98.28,Winter Jacket
2022-06-02,Summer,5858.4,84.94,Winter Jacket
2022-06-03,Summer,8041.3,81.97,Winter Jacket
2022-06-04,Summer,13836.22,82.94,Winter Jacket
2022-06-05,Summer,10164.71,93.6,Winter Jacket
2022-06-06,Summer,8451.97,89.54,Winter Jacket
2022-06-07,Summer,7542.18,94.48,Winter Jacket
2022-06-08,Summer,9607.81,86.77,Winter Jacket
2022-06-09,Summer,8769.46,83.59,Winter Jacket
2022-06-10,Summer,6833.25,82.51,Winter Jacket
2022-06-11,Summer,7593.81,95.85,Winter Jacket
2022-06-12,Summer,8904.44,89.53,Winter Jacket
2022-06-13,Summer,8220.87,85.01,Winter Jacket
2022-06-14,Summer,4832.16,92.16,Winter Jacket
2022-06-15,Summer,6048.31,89.74,Winter Jacket
2022-06-16,Summer,8614.79,83.32,Winter Jacket
2022-06-17,Summer,8027.78,98.04,Winter Jacket
2022-06-18,Summer,15237.0,93.73,Winter Jacket
2022-06-19,Summer,9932.84,85.51,Winter Jacket
2022-06-20,Summer,8623.33,88.85,Winter Jacket
2022-06-21,Summer,7456.93,88.82,Winter Jacket
2022-06-22,Summer,9327.64,82.28,Winter Jacket
2022-06-23,Summer,9055.52,86.62,Winter Jacket
2022-06-24,Summer,9714.1,87.41,Winter Jacket
2022-06-25,Summer,11996.72,81.86,Winter Jacket
2022-06-26,Summer,12528.24,81.28,Winter Jacket
2022-06-27,Summer,8702.98,93.51,Winter Jacket
2022-06-28,Summer,5451.39,84.28,Winter Jacket
2022-06-29,Summer,5221.59,95.64,Winter Jacket
2022-06-30,Summer,8120.87,82.55,Winter Jacket
2022-07-01,Summer,7147.15,81.26,Winter Jacket
2022-07-02,Summer,12646.14,84.64,Winter Jacket
2022-07-03,Summer,9454.07,93.11,Winter Jacket
2022-07-04,Summer,3110.25,89.93,Winter Jacket
2022-07-05,Summer,6831.65,87.96,Winter Jacket
2022-07-06,Summer,4440.6,82.34,Winter Jacket
2022-07-07,Summer,7973.15,81.46,Winter Jacket
2022-07-08,Summer,8503.9,95.8,Winter Jacket
2022-07-09,Summer,11631.67,96.68,Winter Jacket
2022-07-10,Summer,10939.95,86.85,Winter Jacket
2022-07-11,Summer,7902.7,83.52,Winter Jacket
2022-07-12,Summer,8018.64,97.64,Winter Jacket
2022-07-13,Summer,9295.88,87.35,Winter Jacket
2022-07-14,Summer,6778.56,92.78,Winter Jacket
2022-07-15,Summer,7317.32,95.22,Winter Jacket
2022-07-16,Summer,7111.65,90.78,Winter Jacket
2022-07-17,Summer,10450.15,94.52,Winter Jacket
2022-07-18,Summer,6788.07,93.93,Winter Jacket
2022-07-19,Summer,8153.75,86.86,Winter Jacket
2022-07-20,Summer,8935.83,90.74,Winter Jacket
2022-07-21,Summer,5773.11,92.77,Winter Jacket
2022-07-22,Summer,9097.18,89.07,Winter Jacket
2022-07-23,Summer,12194.51,81.82,Winter Jacket
2022-07-24,Summer,11072.19,85.48,Winter Jacket
2022-07-25,Summer,7700.15,90.03,Winter Jacket
2022-07-26,Summer,7862.71,81.61,Winter Jacket
2022-07-27,Summer,6148.67,93.82,Winter Jacket
2022-07-28,Summer,8767.12,87.19,Winter Jacket
2022-07-29,Summer,3762.11,85.33,Winter Jacket
2022-07-30,Summer,13314.5,86.96,Winter Jacket
2022-07-31,Summer,16143.85,95.9,Winter Jacket
2022-08-01,Summer,6826.4,97.34,Winter Jacket
2022-08-02,Summer,9168.66,84.55,Winter Jacket
2022-08-03,Summer,7408.03,93.12,Winter Jacket
2022-08-04,Summer,6628.58,85.52,Winter Jacket
2022-08-05,Summer,10272.08,94.72,Winter Jacket
2022-08-06,Summer,14375.21,85.39,Winter Jacket
2022-08-07,Summer,10208.96,89.97,Winter Jacket
2022-08-08,Summer,10449.56,90.32,Winter Jacket
2022-08-09,Summer,9501.32,89.19,Winter Jacket
2022-08-10,Summer,6217.85,82.46,Winter Jacket
2022-08-11,Summer,7771.62,84.62,Winter Jacket
2022-08-12,Summer,5959.62,84.79,Winter Jacket
2022-08-13,Summer,12170.51,92.1,Winter Jacket
2022-08-14,Summer,13717.04,98.84,Winter Jacket
2022-08-15,Summer,5293.44,97.61,Winter Jacket
2022-08-16,Summer,9852.71,97.93,Winter Jacket
2022-08-17,Summer,7005.68,92.88,Winter Jacket
2022-08-18,Summer,8173.13,90.58,Winter Jacket
2022-08-19,Summer,5683.75,90.23,Winter Jacket
2022-08-20,Summer,14057.84,93.87,Winter Jacket
2022-08-21,Summer,10660.17,82.36,Winter Jacket
2022-08-22,Summer,7557.45,84.67,Winter Jacket
2022-08-23,Summer,8150.66,92.86,Winter Jacket
2022-08-24,Summer,9331.78,88.18,Winter Jacket
2022-08-25,Summer,8096.97,86.35,Winter Jacket
2022-08-26,Summer,4112.87,93.98,Winter Jacket
2022-08-27,Summer,12272.54,82.17,Winter Jacket
2022-08-28,Summer,11064.8,98.36,Winter Jacket
2022-08-29,Summer,5976.18,96.38,Winter Jacket
2022-08-30,Summer,7933.0,90.48,Winter Jacket
2022-08-31,Summer,9350.22,97.35,Winter Jacket
2022-09-01,Fall,19831.92,98.59,Winter Jacket
2022-09-02,Fall,18916.21,89.07,Winter Jacket
2022-09-03,Fall,26496.15,91.32,Winter Jacket
2022-09-04,Fall,40287.6,82.74,Winter Jacket
2022-09-05,Fall,25246.34,94.1,Winter Jacket
2022-09-06,Fall,21159.99,94.26,Winter Jacket
2022-09-07,Fall,22903.4,90.8,Winter Jacket
2022-09-08,Fall,26007.68,85.02,Winter Jacket
2022-09-09,Fall,18488.44,83.77,Winter Jacket
2022-09-10,Fall,27425.27,91.22,Winter Jacket
2022-09-11,Fall,38285.74,98.81,Winter Jacket
2022-09-12,Fall,17682.55,81.35,Winter Jacket
2022-09-13,Fall,34765.72,86.58,Winter Jacket
2022-09-14,Fall,23485.73,94.48,Winter Jacket
2022-09-15,Fall,30683.62,81.75,Winter Jacket
2022-09-16,Fall,28971.8,95.65,Winter Jacket
2022-09-17,Fall,37268.64,98.61,Winter Jacket
2022-09-18,Fall,31605.05,91.4,Winter Jacket
2022-09-19,Fall,31879.89,94.38,Winter Jacket
2022-09-20,Fall,20653.48,84.44,Winter Jacket
2022-09-21,Fall,27500.58,81.39,Winter Jacket
2022-09-22,Fall,30141.48,85.87,Winter Jacket
2022-09-23,Fall,32015.13,81.33,Winter Jacket
2022-09-24,Fall,52896.06,98.2,Winter Jacket
2022-09-25,Fall,46877.93,87.75,Winter Jacket
2022-09-26,Fall,28959.83,81.56,Winter Jacket
2022-09-27,Fall,18064.55,87.86,Winter Jacket
2022-09-28,Fall,19827.04,87.21,Winter Jacket
2022-09-29,Fall,19231.08,95.97,Winter Jacket
2022-09-30,Fall,23997.33,90.21,Winter Jacket
2022-10-01,Fall,43546.29,85.2,Winter Jacket
2022-10-02,Fall,33950.66,93.79,Winter Jacket
2022-10-03,Fall,27324.47,94.92,Winter Jacket
2022-10-04,Fall,23003.61,93.07,Winter Jacket
2022-10-05,Fall,25026.58,87.53,Winter Jacket
2022-10-06,Fall,30444.1,84.95,Winter Jacket
2022-10-07,Fall,31002.87,91.73,Winter Jacket
2022-10-08,Fall,34403.44,94.07,Winter Jacket
2022-10-09,Fall,28646.17,85.16,Winter Jacket
2022-10-10,Fall,22616.75,94.12,Winter Jacket
2022-10-11,Fall,30742.93,95.58,Winter Jacket
2022-10-12,Fall,23118.69,91.84,Winter Jacket
2022-10-13,Fall,26973.29,85.36,Winter Jacket
2022-10-14,Fall,31714.52,87.26,Winter Jacket
2022-10-15,Fall,30711.34,82.75,Winter Jacket
2022-10-16,Fall,27139.17,98.64,Winter Jacket
2022-10-17,Fall,22414.1,90.91,Winter Jacket
2022-10-18,Fall,23772.56,88.89,Winter Jacket
2022-10-19,Fall,26014.85,92.37,Winter Jacket
2022-10-20,Fall,18028.31,89.44,Winter Jacket
2022-10-21,Fall,24043.21,98.69,Winter Jacket
2022-10-22,Fall,35802.22,92.2,Winter Jacket
2022-10-23,Fall,34299.36,91.25,Winter Jacket
2022-10-24,Fall,17316.05,98.04,Winter Jacket
2022-10-25,Fall,29884.93,82.55,Winter Jacket
2022-10-26,Fall,24886.24,87.33,Winter Jacket
2022-10-27,Fall,30852.09,95.16,Winter Jacket
2022-10-28,Fall,26782.42,88.0,Winter Jacket
2022-10-29,Fall,37235.97,88.46,Winter Jacket
2022-10-30,Fall,41956.69,93.66,Winter Jacket
2022-10-31,Fall,16881.26,89.77,Winter Jacket
2022-11-01,Fall,21638.41,98.78,Winter Jacket
2022-11-02,Fall,25502.57,91.93,Winter Jacket
2022-11-03,Fall,18526.03,83.03,Winter Jacket
2022-11-04,Fall,30311.01,82.95,Winter Jacket
2022-11-05,Fall,46828.12,89.43,Winter Jacket
2022-11-06,Fall,41125.09,87.1,Winter Jacket
2022-11-07,Fall,29585.02,90.62,Winter Jacket
2022-11-08,Fall,23760.65,88.79,Winter Jacket
2022-11-09,Fall,27564.25,98.73,Winter Jacket
2022-11-10,Fall,26043.48,90.14,Winter Jacket
2022-11-11,Fall,31922.75,87.69,Winter Jacket
2022-11-12,Fall,37633.9,81.6,Winter Jacket
2022-11-13,Fall,29744.2,93.29,Winter Jacket
2022-11-14,Fall,25135.92,88.59,Winter Jacket
2022-11-15,Fall,23244.39,87.33,Winter Jacket
2022-11-16,Fall,24785.86,91.49,Winter Jacket
2022-11-17,Fall,20980.77,86.25,Winter Jacket
2022-11-18,Fall,27742.85,95.86,Winter Jacket
2022-11-19,Fall,21532.82,85.3,Winter Jacket
2022-11-20,Fall,85380.25,86.95,Winter Jacket
2022-11-21,Fall,82870.94,93.95,Winter Jacket
2022-11-22,Fall,54772.55,85.58,Winter Jacket
2022-11-23,Fall,64406.84,87.26,Winter Jacket
2022-11-24,Fall,58312.65,97.95,Winter Jacket
2022-11-25,Fall,62384.24,94.57,Winter Jacket
2022-11-26,Fall,41143.11,84.91,Winter Jacket
2022-11-27,Fall,70000.03,81.65,Winter Jacket
2022-11-28,Fall,22185.44,91.91,Winter Jacket
2022-11-29,Fall,32365.47,86.48,Winter Jacket
2022-11-30,Fall,29285.33,85.22,Winter Jacket
2022-12-01,Winter,51800.6,81.77,Winter Jacket
2022-12-02,Winter,34849.25,81.15,Winter Jacket
2022-12-03,Winter,46262.39,91.45,Winter Jacket
2022-12-04,Winter,68214.37,84.26,Winter Jacket
2022-12-05,Winter,32838.18,83.23,Winter Jacket
2022-12-06,Winter,37053.06,89.52,Winter Jacket
2022-12-07,Winter,45082.89,85.42,Winter Jacket
2022-12-08,Winter,35710.13,94.04,Winter Jacket
2022-12-09,Winter,44754.1,83.94,Winter Jacket
2022-12-10,Winter,53004.67,81.64,Winter Jacket
2022-12-11,Winter,69956.02,81.35,Winter Jacket
2022-12-12,Winter,57056.12,84.08,Winter Jacket
2022-12-13,Winter,50708.83,97.96,Winter Jacket
2022-12-14,Winter,55346.41,86.09,Winter Jacket
2022-12-15,Winter,106715.06,93.68,Winter Jacket
2022-12-16,Winter,112259.87,98.73,Winter Jacket
2022-12-17,Winter,122344.69,88.74,Winter Jacket
2022-12-18,Winter,128973.52,96.05,Winter Jacket
2022-12-19,Winter,89338.01,91.66,Winter Jacket
2022-12-20,Winter,123048.67,94.73,Winter Jacket
2022-12-21,Winter,99698.35,92.0,Winter Jacket
2022-12-22,Winter,81715.32,87.21,Winter Jacket
2022-12-23,Winter,83265.89,81.24,Winter Jacket
2022-12-24,Winter,167448.88,93.34,Winter Jacket
2022-12-25,Winter,78776.69,89.33,Winter Jacket
2022-12-26,Winter,35040.35,95.38,Winter Jacket
2022-12-27,Winter,40466.11,86.17,Winter Jacket
2022-12-28,Winter,43761.62,86.38,Winter Jacket
2022-12-29,Winter,41136.66,82.76,Winter Jacket
2022-12-30,Winter,41693.8,87.72,Winter Jacket
2022-12-31,Winter,36293.25,98.68,Winter Jacket
2023-01-01,Winter,61444.81,91.64,Winter Jacket
2023-01-02,Winter,34394.73,96.03,Winter Jacket
2023-01-03,Winter,48344.93,84.34,Winter Jacket
2023-01-04,Winter,37220.61,90.98,Winter Jacket
2023-01-05,Winter,38116.62,83.53,Winter Jacket
2023-01-06,Winter,38914.22,95.39,Winter Jacket
2023-01-07,Winter,52554.09,88.75,Winter Jacket
2023-01-08,Winter,77012.62,96.03,Winter Jacket
2023-01-09,Winter,24268.29,97.25,Winter Jacket
2023-01-10,Winter,41564.21,94.53,Winter Jacket
2023-01-11,Winter,49532.18,83.31,Winter Jacket
2023-01-12,Winter,72521.58,85.07,Winter Jacket
2023-01-13,Winter,57796.25,98.03,Winter Jacket
2023-01-14,Winter,43591.83,81.19,Winter Jacket
2023-01-15,Winter,57838.6,85.65,Winter Jacket
2023-01-16,Winter,47700.37,97.45,Winter Jacket
2023-01-17,Winter,36978.69,93.83,Winter Jacket
2023-01-18,Winter,37134.52,91.64,Winter Jacket
2023-01-19,Winter,49919.3,85.8,Winter Jacket
2023-01-20,Winter,38838.82,82.7,Winter Jacket
2023-01-21,Winter,77835.46,91.11,Winter Jacket
2023-01-22,Winter,62510.11,83.87,Winter Jacket
2023-01-23,Winter,30513.94,91.95,Winter Jacket
2023-01-24,Winter,44957.85,92.06,Winter Jacket
2023-01-25,Winter,38792.09,93.2,Winter Jacket
2023-01-26,Winter,37029.86,83.04,Winter Jacket
2023-01-27,Winter,52377.42,89.12,Winter Jacket
2023-01-28,Winter,56618.82,98.21,Winter Jacket
2023-01-29,Winter,71436.28,84.27,Winter Jacket
2023-01-30,Winter,35539.22,98.45,Winter Jacket
2023-01-31,Winter,41289.62,81.55,Winter Jacket
2023-02-01,Winter,51967.39,81.89,Winter Jacket
2023-02-02,Winter,53877.3,82.49,Winter Jacket
2023-02-03,Winter,42930.87,92.24,Winter Jacket
2023-02-04,Winter,59901.25,98.77,Winter Jacket
2023-02-05,Winter,79933.87,82.31,Winter Jacket
2023-02-06,Winter,45753.83,82.57,Winter Jacket
2023-02-07,Winter,51862.22,84.59,Winter Jacket
2023-02-08,Winter,41690.12,93.01,Winter Jacket
2023-02-09,Winter,53968.68,94.45,Winter Jacket
2023-02-10,Winter,51500.14,97.71,Winter Jacket
2023-02-11,Winter,38226.0,82.12,Winter Jacket
2023-02-12,Winter,32732.68,86.04,Winter Jacket
2023-02-13,Winter,58037.78,84.16,Winter Jacket
2023-02-14,Winter,41100.01,94.85,Winter Jacket
2023-02-15,Winter,51309.47,83.44,Winter Jacket
2023-02-16,Winter,44860.31,86.08,Winter Jacket
2023-02-17,Winter,44397.91,95.9,Winter Jacket
2023-02-18,Winter,61719.52,97.26,Winter Jacket
2023-02-19,Winter,89817.72,82.96,Winter Jacket
2023-02-20,Winter,53804.1,82.0,Winter Jacket
2023-02-21,Winter,38526.39,85.17,Winter Jacket
2023-02-22,Winter,29773.41,81.78,Winter Jacket
2023-02-23,Winter,47467.85,95.96,Winter Jacket
2023-02-24,Winter,30203.81,82.25,Winter Jacket
2023-02-25,Winter,72539.13,82.01,Winter Jacket
2023-02-26,Winter,63052.81,90.08,Winter Jacket
2023-02-27,Winter,54050.14,92.31,Winter Jacket
2023-02-28,Winter,54099.65,94.77,Winter Jacket
2023-03-01,Spring,24164.78,95.6,Winter Jacket
2023-03-02,Spring,18934.42,93.46,Winter Jacket
2023-03-03,Spring,26306.56,84.13,Winter Jacket
2023-03-04,Spring,45875.34,82.61,Winter Jacket
2023-03-05,Spring,27750.9,96.72,Winter Jacket
2023-03-06,Spring,21525.25,84.07,Winter Jacket
2023-03-07,Spring,30920.08,81.25,Winter Jacket
2023-03-08,Spring,18901.28,98.04,Winter Jacket
2023-03-09,Spring,26217.23,92.33,Winter Jacket
2023-03-10,Spring,22227.92,86.6,Winter Jacket
2023-03-11,Spring,33184.29,96.6,Winter Jacket
2023-03-12,Spring,13755.29,89.2,Winter Jacket
2023-03-13,Spring,27010.76,97.4,Winter Jacket
2023-03-14,Spring,26904.08,87.27,Winter Jacket
2023-03-15,Spring,24842.65,98.9,Winter Jacket
2023-03-16,Spring,18908.23,89.13,Winter Jacket
2023-03-17,Spring,19332.23,83.02,Winter Jacket
2023-03-18,Spring,30056.2,81.63,Winter Jacket
2023-03-19,Spring,39305.43,93.73,Winter Jacket
2023-03-20,Spring,33699.72,93.16,Winter Jacket
2023-03-21,Spring,27689.01,93.5,Winter Jacket
2023-03-22,Spring,23551.37,94.14,Winter Jacket
2023-03-23,Spring,30222.19,88.11,Winter Jacket
2023-03-24,Spring,29951.2,84.18,Winter Jacket
2023-03-25,Spring,54469.19,84.87,Winter Jacket
2023-03-26,Spring,51214.96,82.96,Winter Jacket
2023-03-27,Spring,22841.75,96.31,Winter Jacket
2023-03-28,Spring,36353.55,90.07,Winter Jacket
2023-03-29,Spring,18317.21,97.62,Winter Jacket
2023-03-30,Spring,26018.3,90.56,Winter Jacket
2023-03-31,Spring,29578.76,93.61,Winter Jacket
2023-04-01,Spring,37610.35,86.77,Winter Jacket
2023-04-02,Spring,40580.86,95.28,Winter Jacket
2023-04-03,Spring,26941.84,86.5,Winter Jacket
2023-04-04,Spring,26436.34,88.49,Winter Jacket
2023-04-05,Spring,27176.45,89.94,Winter Jacket
2023-04-06,Spring,21009.12,89.76,Winter Jacket
2023-04-07,Spring,24697.86,87.07,Winter Jacket
2023-04-08,Spring,42671.65,85.43,Winter Jacket
2023-04-09,Spring,32132.41,87.31,Winter Jacket
2023-04-10,Spring,37553.55,88.4,Winter Jacket
2023-04-11,Spring,28508.07,95.83,Winter Jacket
2023-04-12,Spring,29270.19,96.66,Winter Jacket
2023-04-13,Spring,18040.18,96.04,Winter Jacket
2023-04-14,Spring,26983.61,91.58,Winter Jacket
2023-04-15,Spring,27219.83,91.33,Winter Jacket
2023-04-16,Spring,46076.66,84.51,Winter Jacket
2023-04-17,Spring,31250.98,92.25,Winter Jacket
2023-04-18,Spring,21756.77,84.96,Winter Jacket
2023-04-19,Spring,27948.81,81.47,Winter Jacket
2023-04-20,Spring,21883.83,96.37,Winter Jacket
2023-04-21,Spring,24964.61,81.64,Winter Jacket
2023-04-22,Spring,34275.95,84.5,Winter Jacket
2023-04-23,Spring,41154.88,85.06,Winter Jacket
2023-04-24,Spring,24527.77,86.21,Winter Jacket
2023-04-25,Spring,24160.97,85.53,Winter Jacket
2023-04-26,Spring,15939.44,96.6,Winter Jacket
2023-04-27,Spring,28968.7,97.15,Winter Jacket
2023-04-28,Spring,23241.5,87.9,Winter Jacket
2023-04-29,Spring,38237.35,94.49,Winter Jacket
2023-04-30,Spring,26880.94,86.16,Winter Jacket
2023-05-01,Spring,24047.17,88.69,Winter Jacket
2023-05-02,Spring,17812.1,85.15,Winter Jacket
2023-05-03,Spring,19903.73,93.38,Winter Jacket
2023-05-04,Spring,28634.7,86.73,Winter Jacket
2023-05-05,Spring,21345.33,84.52,Winter Jacket
2023-05-06,Spring,47342.74,90.29,Winter Jacket
2023-05-07,Spring,29952.85,89.18,Winter Jacket
2023-05-08,Spring,18301.17,91.86,Winter Jacket
2023-05-09,Spring,22662.3,85.21,Winter Jacket
2023-05-10,Spring,21761.69,90.57,Winter Jacket
2023-05-11,Spring,23125.13,91.18,Winter Jacket
2023-05-12,Spring,30034.14,85.84,Winter Jacket
2023-05-13,Spring,33505.62,85.44,Winter Jacket
